,author id,created_at,geo,tweet_id,lang,like_count,quote_count,reply_count,retweet_count,source
0,787016409603776513,2021-01-30 21:29:26+00:00, ,1355629216268775426,it,0,0,0,4,Twitter for Android
1,551122649,2021-01-30 20:00:26+00:00, ,1355606818521632773,it,0,0,0,52,Twitter for iPhone
2,501881606,2021-01-30 19:29:49+00:00, ,1355599116408135680,it,0,0,0,52,Twitter for Android
3,822481304952442880,2021-01-30 19:16:15+00:00, ,1355595699870724096,it,0,0,0,52,Twitter for iPhone
4,2356114958,2021-01-30 18:42:59+00:00, ,1355587327553384452,it,0,0,0,52,Twitter for iPad
5,1861352574,2021-01-30 18:28:46+00:00, ,1355583749891747844,it,0,0,0,52,Twitter for Android
6,547517425,2021-01-30 16:44:20+00:00, ,1355557471289565189,it,0,0,0,52,Twitter for Android
7,1011528085,2021-01-30 16:37:50+00:00, ,1355555835443818496,it,0,0,0,52,Twitter for iPhone
8,164632793,2021-01-30 15:45:22+00:00, ,1355542631980408832,it,0,0,0,52,Twitter for Android
9,169015870,2021-01-30 14:56:31+00:00, ,1355530335983980549,it,1,0,0,0,Twitter Web App
10,1270199540,2021-01-30 14:46:54+00:00, ,1355527917703462913,it,0,0,0,0,WordPress.com
11,525586699,2021-01-30 14:39:37+00:00, ,1355526083504975878,it,0,0,0,52,Twitter for Android
12,1336021662802776074,2021-01-30 14:33:53+00:00, ,1355524641171910656,it,0,0,0,52,Twitter for iPhone
13,877288863768731649,2021-01-30 14:16:23+00:00, ,1355520238293557249,it,0,0,0,52,Twitter for iPhone
14,889994655701622785,2021-01-30 14:16:04+00:00, ,1355520157842632704,it,0,0,0,52,Twitter for iPhone
15,1377704858,2021-01-30 13:35:29+00:00, ,1355509943797952512,it,0,0,0,5,startzai rt
16,1103659446,2021-01-30 13:31:29+00:00, ,1355508936871448578,it,0,0,0,5,Twitter Web App
17,2493861660,2021-01-30 12:42:45+00:00, ,1355496673154359298,it,0,0,0,52,Twitter for Android
18,3121456870,2021-01-30 12:10:22+00:00, ,1355488523277791233,it,0,0,0,52,Twitter for iPhone
19,501946080,2021-01-30 11:55:14+00:00, ,1355484716980457472,it,0,0,0,52,Twitter for iPhone
