,author id,created_at,geo,tweet_id,lang,like_count,quote_count,reply_count,retweet_count,source
0,1710513018,2021-01-30 23:21:01+00:00, ,1355657296668467206,it,0,0,0,24,Twitter for Android
1,1194028526753734656,2021-01-30 22:55:33+00:00, ,1355650890980585474,it,0,0,0,24,Twitter for Android
2,584701908,2021-01-30 22:23:16+00:00, ,1355642767087710208,it,0,0,0,0,Twitter Web App
3,986342528,2021-01-30 22:00:09+00:00, ,1355636947822260233,it,0,0,0,0,Hootsuite Inc.
4,2535751839,2021-01-30 21:39:40+00:00, ,1355631792036978690,it,0,0,0,2,Twitter for Android
5,2375215591,2021-01-30 21:11:35+00:00, ,1355624725364535297,it,0,0,0,1,Twitter for iPhone
6,2998772627,2021-01-30 21:05:50+00:00, ,1355623280477155329,it,0,0,0,24,Twitter for Android
7,2788162638,2021-01-30 21:00:56+00:00, ,1355622047385325569,it,0,0,0,0,Twitter Web App
8,537668157,2021-01-30 19:13:55+00:00, ,1355595113934839808,it,1,0,0,0,Twitter for Android
9,22970058,2021-01-30 19:12:03+00:00, ,1355594643564601353,it,0,0,0,24,Twitter for Android
10,988869567056359425,2021-01-30 19:11:27+00:00, ,1355594494402506753,it,0,0,0,24,Twitter for Android
11,356159314,2021-01-30 19:03:59+00:00, ,1355592615417303041,it,0,0,0,24,Twitter for Android
12,1063230986,2021-01-30 18:52:36+00:00, ,1355589747658387458,it,0,0,0,24,Twitter Web App
13,1391449062,2021-01-30 18:12:07+00:00, ,1355579562541912068,it,0,0,0,0,IlVaglio.it
14,817440246,2021-01-30 18:06:07+00:00, ,1355578051741044742,it,0,0,0,24,TweetDeck
15,994166183279644672,2021-01-30 17:43:32+00:00, ,1355572368685625345,it,0,0,0,24,Twitter for iPhone
16,484669738,2021-01-30 17:12:45+00:00, ,1355564622250700810,it,1,0,0,0,Twitter for iPad
17,24496739,2021-01-30 17:03:18+00:00, ,1355562242192924674,it,0,0,0,24,Twitter for Android
18,2188062708,2021-01-30 17:00:10+00:00, ,1355561454414524416,it,0,0,0,0,Canva
19,1611429727,2021-01-30 16:22:42+00:00, ,1355552027036839938,it,0,0,0,0,PianetaMilan
20,1878651816,2021-01-30 15:54:05+00:00, ,1355544824984825865,it,0,0,0,24,Twitter for iPhone
21,303249688,2021-01-30 15:49:37+00:00, ,1355543698654851075,it,0,0,0,24,Twitter for Android
22,1028891851699437568,2021-01-30 15:43:06+00:00, ,1355542059655036933,it,0,0,0,24,Twitter for Android
23,572496475,2021-01-30 15:41:19+00:00, ,1355541610403143682,it,0,0,0,24,Twitter for Android
24,388424689,2021-01-30 15:34:18+00:00, ,1355539843649040385,it,0,0,0,24,Twitter for Android
25,104649729,2021-01-30 15:32:30+00:00, ,1355539393805766656,it,0,0,0,24,Twitter for Android
26,199626992,2021-01-30 15:32:23+00:00, ,1355539364110065669,it,0,0,0,0,IFTTT
27,1111697667946659840,2021-01-30 15:32:21+00:00, ,1355539353666277377,it,0,0,0,24,Twitter for Android
28,103726421,2021-01-30 15:32:20+00:00, ,1355539350763806721,it,0,0,0,24,Twitter for Android
29,2948786734,2021-01-30 15:31:04+00:00, ,1355539030277050369,it,0,0,0,24,Twitter for Android
30,982240377636700161,2021-01-30 15:30:50+00:00, ,1355538970948620288,it,50,1,4,24,Twitter Web App
31,2889788655,2021-01-30 15:24:15+00:00, ,1355537317130334209,it,0,0,0,1,Twitter Web App
32,761121380,2021-01-30 14:59:14+00:00, ,1355531019458375683,it,0,0,0,2,Twitter for Android
33,776465110856589312,2021-01-30 14:53:37+00:00, ,1355529606896431105,it,4,0,0,2,Twitter Web App
34,1010824122488811520,2021-01-30 14:04:42+00:00, ,1355517295418859523,it,1,0,0,0,Twitter for Android
35,1291033088127008769,2021-01-30 13:59:14+00:00,101675848df5cbc8,1355515921582981131,it,0,0,0,0,Twitter for iPhone
36,1243237762909851648,2021-01-30 12:51:27+00:00, ,1355498862182604803,it,0,0,0,0,Twitter for Android
37,809065545685471234,2021-01-30 11:59:51+00:00, ,1355485879134019589,it,0,0,0,0,Anteprima24
38,1148476160,2021-01-30 10:50:29+00:00, ,1355468418758152196,it,0,0,0,0,Twitter Web App
39,2327342227,2021-01-30 08:32:51+00:00, ,1355433784284487684,it,12,0,3,1,Twitter Web App
40,527633126,2021-01-30 08:06:02+00:00, ,1355427034630074368,it,0,0,0,0,Twitter for Android
41,31922220,2021-01-30 08:00:00+00:00, ,1355425516203995138,it,10,0,0,0,Twitter Web App
42,1010824122488811520,2021-01-30 04:27:48+00:00, ,1355372113323044864,it,0,0,0,0,Twitter for Android
43,1710513018,2021-01-29 23:50:41+00:00, ,1355302376140394496,it,0,0,0,10,Twitter for Android
44,2871191279,2021-01-29 22:10:34+00:00, ,1355277180956266497,it,0,0,0,2,Twitter for iPhone
45,3791114549,2021-01-29 21:44:14+00:00, ,1355270555235192833,it,0,0,0,1,Twitter for Android
46,3791114549,2021-01-29 21:34:17+00:00, ,1355268049205669893,it,1,0,0,0,Twitter for Android
47,356159314,2021-01-29 21:30:18+00:00, ,1355267047517782016,it,0,0,0,18,Twitter for Android
48,1056621186443034624,2021-01-29 20:43:58+00:00, ,1355255385796599808,it,0,0,0,18,Twitter for Android
49,537668157,2021-01-29 20:30:41+00:00, ,1355252046799241216,it,0,0,0,0,Twitter for Android
50,895032775287459844,2021-01-29 20:17:26+00:00, ,1355248710100406275,it,0,0,0,10,Twitter for iPhone
51,2229407304,2021-01-29 20:01:35+00:00, ,1355244719446622208,it,5,0,0,1,Hootsuite Inc.
52,1391449062,2021-01-29 19:32:46+00:00, ,1355237467767644163,it,0,0,0,0,IlVaglio.it
53,392966049,2021-01-29 18:59:34+00:00, ,1355229116241424386,it,0,0,0,1,Twitter for Android
54,426152264,2021-01-29 18:51:51+00:00, ,1355227170755514370,it,0,0,0,2,Twitter Web App
55,199626992,2021-01-29 18:30:41+00:00,7d588036fe12e124,1355221845826531329,it,6,0,0,1,Twitter for iPhone
56,4864263485,2021-01-29 18:01:54+00:00, ,1355214604176138244,it,0,0,0,10,TweetDeck
57,52039595,2021-01-29 17:39:24+00:00, ,1355208941484052481,it,0,0,0,2,Twitter Web App
58,89411566,2021-01-29 17:26:15+00:00, ,1355205632014610438,it,3,1,1,2,TweetDeck
59,2998772627,2021-01-29 17:24:22+00:00, ,1355205158725165056,it,0,0,0,2,Twitter Web App
60,31922220,2021-01-29 17:12:00+00:00, ,1355202043376504833,it,1,0,0,0,Twitter Web App
61,2929311256,2021-01-29 17:02:08+00:00, ,1355199561355194368,it,0,0,0,0,Slyvi
62,264112963,2021-01-29 16:58:04+00:00, ,1355198538104401924,it,0,0,0,0,Twitter Web App
63,489501389,2021-01-29 16:55:57+00:00, ,1355198004509212674,it,0,0,0,18,Twitter for Android
64,931209076482199552,2021-01-29 16:53:31+00:00, ,1355197393248145411,it,0,0,0,3,Twitter for Android
65,1392080886,2021-01-29 16:49:09+00:00, ,1355196293648420864,it,0,0,0,10,Twitter for iPhone
66,31922220,2021-01-29 16:48:23+00:00, ,1355196100819431427,it,2,0,0,1,Twitter Web App
67,2298919180,2021-01-29 16:47:39+00:00, ,1355195914911166465,it,0,0,0,10,Twitter for iPhone
68,484669738,2021-01-29 16:38:59+00:00, ,1355193733814345729,it,0,0,0,0,Twitter for iPad
69,31922220,2021-01-29 16:29:54+00:00, ,1355191448568791044,it,1,0,0,0,Twitter Web App
70,4061960481,2021-01-29 16:19:03+00:00, ,1355188718374674436,it,0,0,0,1,Twitter for Android
71,1236508776544587776,2021-01-29 16:07:28+00:00, ,1355185804017082369,it,0,0,0,10,Twitter for Android
72,2935674795,2021-01-29 16:06:26+00:00, ,1355185542133133313,it,2,0,0,0,Twitter for Android
73,31922220,2021-01-29 16:00:00+00:00, ,1355183925400752134,it,5,0,0,2,Twitter Web App
74,1028891851699437568,2021-01-29 15:40:56+00:00, ,1355179126819352579,it,0,0,0,10,Twitter for Android
75,2188062708,2021-01-29 15:36:01+00:00, ,1355177887914221568,it,0,0,0,0,Canva
76,1111697667946659840,2021-01-29 15:33:37+00:00, ,1355177283808604161,it,0,0,0,10,Twitter for Android
77,982240377636700161,2021-01-29 15:30:00+00:00, ,1355176374965833731,it,30,0,0,10,Twitter Web App
78,31922220,2021-01-29 15:16:47+00:00, ,1355173048517861382,it,2,0,0,0,Twitter Web App
79,1185091286375772160,2021-01-29 15:15:05+00:00, ,1355172621332213761,it,2,0,0,1,Hootsuite Inc.
80,957060344698081280,2021-01-29 15:08:37+00:00, ,1355170994164555785,it,0,0,0,3,Twitter for iPhone
81,1282632980851195904,2021-01-29 15:03:53+00:00, ,1355169802470494208,it,0,0,0,18,Twitter for Android
82,3130785809,2021-01-29 14:44:42+00:00, ,1355164976705642499,it,0,0,0,3,Twitter for Android
83,988779578935169024,2021-01-29 14:42:39+00:00, ,1355164459136917511,it,3,0,0,3,Twitter for iPhone
84,1182513861288697856,2021-01-29 14:40:54+00:00, ,1355164018869231621,it,0,0,0,6,Twitter for Android
85,31922220,2021-01-29 14:00:01+00:00, ,1355153728899215363,it,2,0,0,0,Twitter Web App
86,1308086527969370113,2021-01-29 13:26:56+00:00, ,1355145403151351816,it,0,0,0,18,Twitter for iPad
87,734459096,2021-01-29 13:25:40+00:00, ,1355145086150062080,it,0,0,0,18,Twitter for Android
88,993080715116937216,2021-01-29 13:24:06+00:00, ,1355144692611108865,it,0,0,0,18,Twitter for Android
89,2328797694,2021-01-29 13:21:37+00:00, ,1355144064635707396,it,0,0,0,18,Twitter for Android
90,1010824122488811520,2021-01-29 13:19:34+00:00, ,1355143549617115139,it,0,0,0,6,Twitter for Android
91,1010824122488811520,2021-01-29 13:16:35+00:00, ,1355142798052356099,it,0,0,0,18,Twitter for Android
92,2370444466,2021-01-29 13:02:21+00:00, ,1355139218847256577,it,0,0,0,18,Twitter for Android
93,768275844,2021-01-29 12:51:43+00:00, ,1355136542793211906,it,0,0,0,1,Twitter for iPhone
94,1244959700921303046,2021-01-29 12:46:10+00:00, ,1355135146127728641,it,0,0,0,18,Twitter for iPad
95,31922220,2021-01-29 12:15:00+00:00, ,1355127301369950208,it,2,0,0,1,Twitter Web App
96,16849748,2021-01-29 12:03:23+00:00, ,1355124376597889027,it,0,0,0,0,PostPickr
97,1043250043862614016,2021-01-29 12:03:07+00:00, ,1355124312383102977,it,0,0,0,39,Twitter for Android
98,1111697667946659840,2021-01-29 11:51:50+00:00, ,1355121471954309122,it,0,0,0,18,Twitter for Android
99,85838534,2021-01-29 11:51:16+00:00, ,1355121327682822145,it,0,0,0,18,Twitter for Android
100,1028891851699437568,2021-01-29 11:51:12+00:00, ,1355121314558849026,it,0,0,0,18,Twitter for Android
101,313175848,2021-01-29 11:50:31+00:00, ,1355121138834300929,it,0,0,0,18,Twitter for Android
