,author id,created_at,geo,tweet_id,lang,like_count,quote_count,reply_count,retweet_count,source
0,1710513018,2021-01-30 23:21:01+00:00, ,1355657296668467206,it,0,0,0,24,Twitter for Android
1,1194028526753734656,2021-01-30 22:55:33+00:00, ,1355650890980585474,it,0,0,0,24,Twitter for Android
2,2998772627,2021-01-30 21:05:50+00:00, ,1355623280477155329,it,0,0,0,24,Twitter for Android
3,22970058,2021-01-30 19:12:03+00:00, ,1355594643564601353,it,0,0,0,24,Twitter for Android
4,988869567056359425,2021-01-30 19:11:27+00:00, ,1355594494402506753,it,0,0,0,24,Twitter for Android
5,356159314,2021-01-30 19:03:59+00:00, ,1355592615417303041,it,0,0,0,24,Twitter for Android
6,1336920989024837633,2021-01-30 18:53:09+00:00, ,1355589889237069834,it,0,0,0,0,Twitter for Android
7,1063230986,2021-01-30 18:52:36+00:00, ,1355589747658387458,it,0,0,0,24,Twitter Web App
8,817440246,2021-01-30 18:06:07+00:00, ,1355578051741044742,it,0,0,0,24,TweetDeck
9,994166183279644672,2021-01-30 17:43:32+00:00, ,1355572368685625345,it,0,0,0,24,Twitter for iPhone
10,24496739,2021-01-30 17:03:18+00:00, ,1355562242192924674,it,0,0,0,24,Twitter for Android
11,2726505142,2021-01-30 16:44:11+00:00, ,1355557434098667521,it,0,0,0,0,Twitter for Android
12,2735396099,2021-01-30 16:40:26+00:00, ,1355556488933158913,it,0,0,0,3,Twitter for iPad
13,884023737745645572,2021-01-30 16:33:19+00:00, ,1355554696811999236,it,0,0,0,3,Twitter for Android
14,804354408,2021-01-30 16:29:30+00:00, ,1355553736509296647,it,4,0,0,3,TweetDeck
15,1611429727,2021-01-30 16:22:42+00:00, ,1355552027036839938,it,0,0,0,0,PianetaMilan
16,15806106,2021-01-30 16:07:19+00:00, ,1355548155111206912,it,1,0,0,0,Twitter for iPhone
17,1878651816,2021-01-30 15:54:05+00:00, ,1355544824984825865,it,0,0,0,24,Twitter for iPhone
18,303249688,2021-01-30 15:49:37+00:00, ,1355543698654851075,it,0,0,0,24,Twitter for Android
19,1028891851699437568,2021-01-30 15:43:06+00:00, ,1355542059655036933,it,0,0,0,24,Twitter for Android
20,572496475,2021-01-30 15:41:19+00:00, ,1355541610403143682,it,0,0,0,24,Twitter for Android
21,388424689,2021-01-30 15:34:18+00:00, ,1355539843649040385,it,0,0,0,24,Twitter for Android
22,104649729,2021-01-30 15:32:30+00:00, ,1355539393805766656,it,0,0,0,24,Twitter for Android
23,1111697667946659840,2021-01-30 15:32:21+00:00, ,1355539353666277377,it,0,0,0,24,Twitter for Android
24,103726421,2021-01-30 15:32:20+00:00, ,1355539350763806721,it,0,0,0,24,Twitter for Android
25,2948786734,2021-01-30 15:31:04+00:00, ,1355539030277050369,it,0,0,0,24,Twitter for Android
26,1010824122488811520,2021-01-30 14:37:25+00:00, ,1355525530569867265,it,0,0,0,1,Twitter for Android
27,1010824122488811520,2021-01-30 14:37:20+00:00, ,1355525509518655488,it,0,0,0,1,Twitter for Android
28,1132956306900434944,2021-01-30 14:36:13+00:00, ,1355525226692550658,it,0,0,0,1,Allerta su Allerta.MeteoNow.it
29,1132956306900434944,2021-01-30 14:35:11+00:00, ,1355524967526506497,it,0,0,0,1,Allerta su Allerta.MeteoNow.it
30,3305936601,2021-01-30 14:25:25+00:00, ,1355522510654218240,it,0,0,0,0,Twitter for Android
31,4185673192,2021-01-30 14:06:38+00:00, ,1355517782935400449,it,0,0,0,0,Twitter for Android
32,1024778318,2021-01-30 13:37:58+00:00, ,1355510570351538176,it,0,0,0,0,Twitter for iPhone
33,2163623162,2021-01-30 13:02:42+00:00, ,1355501692159197184,it,2,0,2,1,Twitter for Android
34,2163623162,2021-01-30 13:02:06+00:00, ,1355501544611979265,it,2,0,2,1,Twitter for Android
35,2163623162,2021-01-30 12:30:04+00:00, ,1355493481758797824,it,2,0,1,0,Twitter for Android
36,1479188036,2021-01-30 12:14:44+00:00, ,1355489624743882752,it,0,0,0,1,Twitter for iPhone
37,2316727530,2021-01-30 12:14:31+00:00, ,1355489567701430274,it,0,0,0,1,Twitter for iPhone
38,4185673192,2021-01-30 11:39:48+00:00, ,1355480831813431297,it,0,0,0,0,Twitter for Android
39,1070316743892049920,2021-01-30 09:43:35+00:00, ,1355451582960300032,it,0,0,1,0,Twitter Web App
40,1070316743892049920,2021-01-30 09:39:35+00:00, ,1355450576193150977,it,0,0,1,0,Twitter Web App
41,472869908,2021-01-30 09:36:14+00:00, ,1355449734484385796,it,0,0,0,1,Twitter for iPhone
42,52039595,2021-01-30 07:50:42+00:00, ,1355423178630311939,it,0,0,0,34,Twitter for iPhone
43,1132956306900434944,2021-01-30 06:00:03+00:00, ,1355395329013776384,it,0,0,0,0,Allerta su Allerta.MeteoNow.it
44,4849752286,2021-01-30 05:50:32+00:00, ,1355392933571260417,it,0,0,0,1,TweetDeck
45,1010824122488811520,2021-01-30 04:27:48+00:00, ,1355372113323044864,it,0,0,0,0,Twitter for Android
46,947262590,2021-01-30 01:37:03+00:00, ,1355329145908187138,it,0,0,0,28,Twitter Web App
47,947262590,2021-01-30 01:36:29+00:00, ,1355329003553480704,it,0,0,0,34,Twitter Web App
48,1710513018,2021-01-29 23:50:41+00:00, ,1355302376140394496,it,0,0,0,10,Twitter for Android
49,715454974185050112,2021-01-29 23:38:05+00:00, ,1355299205229772800,it,0,0,0,34,Twitter for Android
50,3791114549,2021-01-29 21:34:17+00:00, ,1355268049205669893,it,1,0,0,0,Twitter for Android
51,356159314,2021-01-29 21:30:18+00:00, ,1355267047517782016,it,0,0,0,18,Twitter for Android
52,2485549208,2021-01-29 21:05:43+00:00, ,1355260861821161478,it,3,0,0,1,Twitter Web App
53,1056621186443034624,2021-01-29 20:43:58+00:00, ,1355255385796599808,it,0,0,0,18,Twitter for Android
54,895032775287459844,2021-01-29 20:17:26+00:00, ,1355248710100406275,it,0,0,0,10,Twitter for iPhone
55,584701908,2021-01-29 20:00:25+00:00, ,1355244427279802371,it,0,0,0,2,Twitter Web App
56,1114472435401854976,2021-01-29 18:13:40+00:00, ,1355217563324739588,it,0,0,0,5,Twitter for iPhone
57,1215245909568753665,2021-01-29 18:12:00+00:00, ,1355217142002704386,it,0,0,0,5,Twitter for iPhone
58,4864263485,2021-01-29 18:01:54+00:00, ,1355214604176138244,it,0,0,0,10,TweetDeck
59,229758375,2021-01-29 17:53:21+00:00, ,1355212452653359104,it,0,0,0,2,Twitter for iPhone
60,1267831478206910464,2021-01-29 17:48:24+00:00, ,1355211205628076033,it,0,0,0,0,Twitter Web App
61,264112963,2021-01-29 16:58:04+00:00, ,1355198538104401924,it,0,0,0,0,Twitter Web App
62,489501389,2021-01-29 16:55:57+00:00, ,1355198004509212674,it,0,0,0,18,Twitter for Android
63,1198920680554848256,2021-01-29 16:55:03+00:00, ,1355197778071326722,it,0,0,0,5,Twitter for Android
64,1392080886,2021-01-29 16:49:09+00:00, ,1355196293648420864,it,0,0,0,10,Twitter for iPhone
65,2298919180,2021-01-29 16:47:39+00:00, ,1355195914911166465,it,0,0,0,10,Twitter for iPhone
66,311345204,2021-01-29 16:42:24+00:00, ,1355194596746276868,it,0,0,0,5,Twitter for Android
67,15806106,2021-01-29 16:36:50+00:00, ,1355193195605450755,it,1,0,0,0,Twitter for iPhone
68,375155110,2021-01-29 16:15:01+00:00, ,1355187702891765761,it,6,0,0,2,Semrush Social Media Tool
69,4185673192,2021-01-29 16:08:18+00:00, ,1355186013241561088,it,1,0,0,0,Twitter for Android
70,1236508776544587776,2021-01-29 16:07:28+00:00, ,1355185804017082369,it,0,0,0,10,Twitter for Android
71,1028891851699437568,2021-01-29 15:40:56+00:00, ,1355179126819352579,it,0,0,0,10,Twitter for Android
72,1111697667946659840,2021-01-29 15:33:37+00:00, ,1355177283808604161,it,0,0,0,10,Twitter for Android
73,1227136546593263617,2021-01-29 15:24:32+00:00, ,1355175001163522048,it,10,0,1,1,Twitter Web App
74,804354408,2021-01-29 15:04:35+00:00, ,1355169979646287877,it,0,0,0,1,TweetDeck
75,1282632980851195904,2021-01-29 15:03:53+00:00, ,1355169802470494208,it,0,0,0,18,Twitter for Android
76,489501389,2021-01-29 14:50:38+00:00, ,1355166466455314432,it,0,0,0,34,Twitter for Android
77,360868017,2021-01-29 14:43:12+00:00, ,1355164597351833605,it,0,0,0,1,Twitter Web App
78,2357461859,2021-01-29 14:36:21+00:00, ,1355162872956006402,it,2,0,0,0,Twitter for Android
79,458368651,2021-01-29 14:36:03+00:00, ,1355162796858757132,it,0,0,0,34,Twitter for Android
80,741379824,2021-01-29 14:29:59+00:00, ,1355161271868514304,it,0,0,0,0,Twitter for Android
81,376302409,2021-01-29 14:27:44+00:00, ,1355160704463089677,it,0,0,0,5,Twitter Web App
82,1132956306900434944,2021-01-29 14:26:11+00:00, ,1355160315697229826,it,0,0,0,0,Allerta su Allerta.MeteoNow.it
83,1132956306900434944,2021-01-29 14:25:10+00:00, ,1355160057596542985,it,0,0,0,0,Allerta su Allerta.MeteoNow.it
84,197763661,2021-01-29 14:24:19+00:00, ,1355159845905838081,it,8,0,1,5,Twitter Web App
85,1693548938,2021-01-29 14:14:00+00:00, ,1355157249954615301,it,0,0,0,34,Twitter for Android
86,360868017,2021-01-29 14:09:29+00:00, ,1355156111213682688,it,0,0,0,1,Twitter Web App
87,2998772627,2021-01-29 13:59:12+00:00, ,1355153525899194368,it,0,0,0,34,Twitter Web App
88,1308086527969370113,2021-01-29 13:26:56+00:00, ,1355145403151351816,it,0,0,0,18,Twitter for iPad
89,734459096,2021-01-29 13:25:40+00:00, ,1355145086150062080,it,0,0,0,18,Twitter for Android
90,993080715116937216,2021-01-29 13:24:06+00:00, ,1355144692611108865,it,0,0,0,18,Twitter for Android
91,2328797694,2021-01-29 13:21:37+00:00, ,1355144064635707396,it,0,0,0,18,Twitter for Android
92,1010824122488811520,2021-01-29 13:16:35+00:00, ,1355142798052356099,it,0,0,0,18,Twitter for Android
93,820327392,2021-01-29 13:05:55+00:00, ,1355140115404881921,it,0,0,0,0,Twitter for Android
94,2370444466,2021-01-29 13:02:21+00:00, ,1355139218847256577,it,0,0,0,18,Twitter for Android
95,799585732943867905,2021-01-29 12:58:35+00:00, ,1355138269596561413,it,0,0,0,34,Twitter for iPad
96,360868017,2021-01-29 12:52:18+00:00, ,1355136688276832257,it,0,0,1,0,Twitter Web App
97,1244959700921303046,2021-01-29 12:46:10+00:00, ,1355135146127728641,it,0,0,0,18,Twitter for iPad
98,221299986,2021-01-29 12:45:38+00:00, ,1355135009544417282,it,0,0,0,1,Twitter Web App
99,937966642184810496,2021-01-29 12:34:01+00:00, ,1355132088148758531,it,0,0,0,34,Twitter for iPhone
100,820327392,2021-01-29 12:31:22+00:00, ,1355131419505422339,it,0,0,1,0,Twitter for Android
